image,camera,participant_id,file_id,annotation_id,chunk_id,activity,group,src_split,frame
a_column_co_driver__run2_2018-05-24-16-21-35.ids_2__vp12__ann88__ch1.jpg,a_column_co_driver,12,vp12/run2_2018-05-24-16-21-35.ids_2,88,1,drinking,drink,train,35324
a_column_co_driver__run2_2018-05-30-13-34-33.ids_2__vp15__ann24__ch0.jpg,a_column_co_driver,15,vp15/run2_2018-05-30-13-34-33.ids_2,24,0,closing_bottle,drink,val,11437
a_column_co_driver__run2_2018-05-22-14-25-04.ids_2__vp4__ann9__ch2.jpg,a_column_co_driver,4,vp4/run2_2018-05-22-14-25-04.ids_2,9,2,eating,drink,train,11455
a_column_co_driver__run2_2018-05-24-17-22-26.ids_2__vp2__ann42__ch1.jpg,a_column_co_driver,2,vp2/run2_2018-05-24-17-22-26.ids_2,42,1,drinking,drink,train,21288
a_column_co_driver__run1b_2018-05-08-08-46-01.ids_2__vp3__ann80__ch9.jpg,a_column_co_driver,3,vp3/run1b_2018-05-08-08-46-01.ids_2,80,9,eating,drink,train,32863
a_column_co_driver__run2_2018-05-24-16-21-35.ids_2__vp12__ann99__ch10.jpg,a_column_co_driver,12,vp12/run2_2018-05-24-16-21-35.ids_2,99,10,eating,drink,train,40128
a_column_co_driver__run1d_2018-05-23-14-54-38.ids_2__vp8__ann58__ch22.jpg,a_column_co_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_2,58,22,eating,drink,train,31026
a_column_co_driver__run1_2018-05-23-10-21-45.ids_2__vp6__ann78__ch1.jpg,a_column_co_driver,6,vp6/run1_2018-05-23-10-21-45.ids_2,78,1,eating,drink,train,39823
a_column_co_driver__run2_2018-05-30-11-34-54.ids_2__vp13__ann50__ch0.jpg,a_column_co_driver,13,vp13/run2_2018-05-30-11-34-54.ids_2,50,0,opening_bottle,drink,test,22847
a_column_co_driver__run1_2018-05-24-13-14-41.ids_2__vp10__ann90__ch26.jpg,a_column_co_driver,10,vp10/run1_2018-05-24-13-14-41.ids_2,90,26,eating,drink,train,31237
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann49__ch25.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,49,25,eating,drink,test,23177
a_column_co_driver__run2_2018-05-30-13-34-33.ids_2__vp15__ann20__ch2.jpg,a_column_co_driver,15,vp15/run2_2018-05-30-13-34-33.ids_2,20,2,eating,drink,val,11077
a_column_co_driver__run1b_2018-05-08-08-46-01.ids_2__vp3__ann85__ch0.jpg,a_column_co_driver,3,vp3/run1b_2018-05-08-08-46-01.ids_2,85,0,drinking,drink,train,33743
a_column_co_driver__run1_2018-05-23-13-16-52.ids_2__vp7__ann81__ch13.jpg,a_column_co_driver,7,vp7/run1_2018-05-23-13-16-52.ids_2,81,13,eating,drink,train,25639
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann49__ch32.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,49,32,eating,drink,test,23807
a_column_co_driver__run2b_2018-05-22-15-50-07.ids_2__vp5__ann70__ch1.jpg,a_column_co_driver,5,vp5/run2b_2018-05-22-15-50-07.ids_2,70,1,eating,drink,test,26430
a_column_co_driver__run1_2018-05-24-13-14-41.ids_2__vp10__ann92__ch5.jpg,a_column_co_driver,10,vp10/run1_2018-05-24-13-14-41.ids_2,92,5,eating,drink,train,31935
a_column_co_driver__run1_2018-05-23-13-16-52.ids_2__vp7__ann81__ch4.jpg,a_column_co_driver,7,vp7/run1_2018-05-23-13-16-52.ids_2,81,4,eating,drink,train,24828
a_column_co_driver__run2b_2018-05-23-13-54-07.ids_2__vp7__ann37__ch1.jpg,a_column_co_driver,7,vp7/run2b_2018-05-23-13-54-07.ids_2,37,1,drinking,drink,train,14383
a_column_co_driver__run1_2018-05-30-10-11-09.ids_2__vp14__ann86__ch6.jpg,a_column_co_driver,14,vp14/run1_2018-05-30-10-11-09.ids_2,86,6,eating,drink,val,35045
a_column_co_driver__run1_2018-05-24-13-44-01.ids_2__vp11__ann82__ch1.jpg,a_column_co_driver,11,vp11/run1_2018-05-24-13-44-01.ids_2,82,1,eating,drink,test,31039
a_column_co_driver__run1_2018-05-30-10-11-09.ids_2__vp14__ann52__ch1.jpg,a_column_co_driver,14,vp14/run1_2018-05-30-10-11-09.ids_2,52,1,opening_bottle,drink,val,23761
a_column_co_driver__run2_2018-05-24-16-21-35.ids_2__vp12__ann102__ch0.jpg,a_column_co_driver,12,vp12/run2_2018-05-24-16-21-35.ids_2,102,0,opening_bottle,drink,train,41043
a_column_co_driver__run1b_2018-05-29-14-02-47.ids_2__vp1__ann99__ch0.jpg,a_column_co_driver,1,vp1/run1b_2018-05-29-14-02-47.ids_2,99,0,drinking,drink,train,26719
a_column_co_driver__run2b_2018-05-22-15-50-07.ids_2__vp5__ann80__ch0.jpg,a_column_co_driver,5,vp5/run2b_2018-05-22-15-50-07.ids_2,80,0,closing_bottle,drink,test,29145
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann105__ch4.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,105,4,eating,drink,test,41333
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann51__ch5.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,51,5,eating,drink,test,24522
a_column_co_driver__run1b_2018-05-29-14-02-47.ids_2__vp1__ann100__ch0.jpg,a_column_co_driver,1,vp1/run1b_2018-05-29-14-02-47.ids_2,100,0,closing_bottle,drink,train,26879
a_column_co_driver__run1d_2018-05-23-14-54-38.ids_2__vp8__ann58__ch19.jpg,a_column_co_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_2,58,19,eating,drink,train,30754
a_column_co_driver__run2_2018-05-24-14-35-56.ids_2__vp11__ann62__ch2.jpg,a_column_co_driver,11,vp11/run2_2018-05-24-14-35-56.ids_2,62,2,preparing_food,drink,test,16494
a_column_co_driver__run2_2018-05-24-16-21-35.ids_2__vp12__ann27__ch0.jpg,a_column_co_driver,12,vp12/run2_2018-05-24-16-21-35.ids_2,27,0,drinking,drink,train,12373
a_column_co_driver__run1_2018-05-23-10-21-45.ids_2__vp6__ann76__ch2.jpg,a_column_co_driver,6,vp6/run1_2018-05-23-10-21-45.ids_2,76,2,preparing_food,drink,train,39503
a_column_co_driver__run1_2018-05-03-14-08-31.ids_2__vp2__ann75__ch2.jpg,a_column_co_driver,2,vp2/run1_2018-05-03-14-08-31.ids_2,75,2,drinking,drink,train,40631
a_column_co_driver__run1_2018-05-22-13-28-51.ids_2__vp4__ann28__ch3.jpg,a_column_co_driver,4,vp4/run1_2018-05-22-13-28-51.ids_2,28,3,opening_bottle,drink,train,17651
a_column_co_driver__run2_2018-05-24-14-08-46.ids_2__vp10__ann89__ch1.jpg,a_column_co_driver,10,vp10/run2_2018-05-24-14-08-46.ids_2,89,1,preparing_food,drink,train,32778
a_column_co_driver__run2_2018-05-24-16-21-35.ids_2__vp12__ann17__ch17.jpg,a_column_co_driver,12,vp12/run2_2018-05-24-16-21-35.ids_2,17,17,eating,drink,train,10696
a_column_co_driver__run1b_2018-05-23-16-19-17.ids_2__vp9__ann28__ch4.jpg,a_column_co_driver,9,vp9/run1b_2018-05-23-16-19-17.ids_2,28,4,eating,drink,train,10762
a_column_co_driver__run2_2018-05-23-11-05-00.ids_2__vp6__ann65__ch3.jpg,a_column_co_driver,6,vp6/run2_2018-05-23-11-05-00.ids_2,65,3,eating,drink,train,29877
a_column_co_driver__run1d_2018-05-23-14-54-38.ids_2__vp8__ann58__ch3.jpg,a_column_co_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_2,58,3,eating,drink,train,29314
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann125__ch7.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,125,7,eating,drink,test,46960
a_column_co_driver__run1_2018-05-24-15-44-28.ids_2__vp12__ann36__ch2.jpg,a_column_co_driver,12,vp12/run1_2018-05-24-15-44-28.ids_2,36,2,drinking,drink,train,17531
a_column_co_driver__run2_2018-05-30-13-34-33.ids_2__vp15__ann33__ch0.jpg,a_column_co_driver,15,vp15/run2_2018-05-30-13-34-33.ids_2,33,0,opening_bottle,drink,val,12688
a_column_co_driver__run1_2018-05-24-13-14-41.ids_2__vp10__ann90__ch11.jpg,a_column_co_driver,10,vp10/run1_2018-05-24-13-14-41.ids_2,90,11,eating,drink,train,29895
a_column_co_driver__run2_2018-05-29-14-33-44.ids_2__vp1__ann41__ch0.jpg,a_column_co_driver,1,vp1/run2_2018-05-29-14-33-44.ids_2,41,0,eating,drink,train,19785
a_column_co_driver__run1b_2018-05-08-08-46-01.ids_2__vp3__ann77__ch0.jpg,a_column_co_driver,3,vp3/run1b_2018-05-08-08-46-01.ids_2,77,0,closing_bottle,drink,train,31856
a_column_co_driver__run2_2018-05-29-16-03-37.ids_2__vp3__ann78__ch3.jpg,a_column_co_driver,3,vp3/run2_2018-05-29-16-03-37.ids_2,78,3,eating,drink,train,29916
a_column_co_driver__run2_2018-05-23-11-05-00.ids_2__vp6__ann65__ch0.jpg,a_column_co_driver,6,vp6/run2_2018-05-23-11-05-00.ids_2,65,0,eating,drink,train,29607
a_column_co_driver__run1_2018-05-24-13-14-41.ids_2__vp10__ann92__ch11.jpg,a_column_co_driver,10,vp10/run1_2018-05-24-13-14-41.ids_2,92,11,eating,drink,train,32456
a_column_co_driver__run2_2018-05-24-14-35-56.ids_2__vp11__ann65__ch0.jpg,a_column_co_driver,11,vp11/run2_2018-05-24-14-35-56.ids_2,65,0,opening_bottle,drink,test,16768
a_column_co_driver__run1b_2018-05-23-16-19-17.ids_2__vp9__ann91__ch2.jpg,a_column_co_driver,9,vp9/run1b_2018-05-23-16-19-17.ids_2,91,2,drinking,drink,train,23393
a_column_co_driver__run1_2018-05-24-15-44-28.ids_2__vp12__ann40__ch4.jpg,a_column_co_driver,12,vp12/run1_2018-05-24-15-44-28.ids_2,40,4,eating,drink,train,18201
a_column_co_driver__run1_2018-05-30-13-05-35.ids_2__vp15__ann11__ch2.jpg,a_column_co_driver,15,vp15/run1_2018-05-30-13-05-35.ids_2,11,2,preparing_food,drink,val,8432
a_column_co_driver__run2_2018-05-30-11-34-54.ids_2__vp13__ann50__ch3.jpg,a_column_co_driver,13,vp13/run2_2018-05-30-11-34-54.ids_2,50,3,opening_bottle,drink,test,23117
a_column_co_driver__run2_2018-05-22-14-25-04.ids_2__vp4__ann104__ch2.jpg,a_column_co_driver,4,vp4/run2_2018-05-22-14-25-04.ids_2,104,2,eating,drink,train,48482
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann49__ch14.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,49,14,eating,drink,test,22188
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann125__ch8.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,125,8,eating,drink,test,47048
a_column_co_driver__run2_2018-05-24-16-21-35.ids_2__vp12__ann88__ch2.jpg,a_column_co_driver,12,vp12/run2_2018-05-24-16-21-35.ids_2,88,2,drinking,drink,train,35415
a_column_co_driver__run1_2018-05-23-13-16-52.ids_2__vp7__ann16__ch1.jpg,a_column_co_driver,7,vp7/run1_2018-05-23-13-16-52.ids_2,16,1,drinking,drink,train,10045
a_column_co_driver__run1b_2018-05-08-08-46-01.ids_2__vp3__ann70__ch6.jpg,a_column_co_driver,3,vp3/run1b_2018-05-08-08-46-01.ids_2,70,6,eating,drink,train,30788
a_column_co_driver__run2_2018-05-24-16-21-35.ids_2__vp12__ann17__ch16.jpg,a_column_co_driver,12,vp12/run2_2018-05-24-16-21-35.ids_2,17,16,eating,drink,train,10607
a_column_co_driver__run1_2018-05-23-10-21-45.ids_2__vp6__ann91__ch0.jpg,a_column_co_driver,6,vp6/run1_2018-05-23-10-21-45.ids_2,91,0,closing_bottle,drink,train,46512
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann49__ch24.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,49,24,eating,drink,test,23087
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann51__ch6.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,51,6,eating,drink,test,24612
a_column_co_driver__run2_2018-05-24-14-35-56.ids_2__vp11__ann70__ch8.jpg,a_column_co_driver,11,vp11/run2_2018-05-24-14-35-56.ids_2,70,8,eating,drink,test,17945
a_column_co_driver__run2_2018-05-24-14-35-56.ids_2__vp11__ann77__ch5.jpg,a_column_co_driver,11,vp11/run2_2018-05-24-14-35-56.ids_2,77,5,eating,drink,test,19213
a_column_co_driver__run2_2018-05-24-14-35-56.ids_2__vp11__ann14__ch0.jpg,a_column_co_driver,11,vp11/run2_2018-05-24-14-35-56.ids_2,14,0,drinking,drink,test,6442
a_column_co_driver__run2_2018-05-23-11-05-00.ids_2__vp6__ann34__ch2.jpg,a_column_co_driver,6,vp6/run2_2018-05-23-11-05-00.ids_2,34,2,drinking,drink,train,17637
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann93__ch14.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,93,14,eating,drink,val,35583
a_column_co_driver__run1d_2018-05-23-14-54-38.ids_2__vp8__ann78__ch13.jpg,a_column_co_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_2,78,13,eating,drink,train,38358
a_column_co_driver__run1b_2018-05-23-16-19-17.ids_2__vp9__ann32__ch0.jpg,a_column_co_driver,9,vp9/run1b_2018-05-23-16-19-17.ids_2,32,0,eating,drink,train,11803
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann46__ch2.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,46,2,preparing_food,drink,test,20732
a_column_co_driver__run2_2018-05-24-16-21-35.ids_2__vp12__ann79__ch2.jpg,a_column_co_driver,12,vp12/run2_2018-05-24-16-21-35.ids_2,79,2,drinking,drink,train,32279
a_column_co_driver__run2_2018-05-23-15-30-27.ids_2__vp8__ann15__ch1.jpg,a_column_co_driver,8,vp8/run2_2018-05-23-15-30-27.ids_2,15,1,preparing_food,drink,train,7359
a_column_co_driver__run1_2018-05-22-13-28-51.ids_2__vp4__ann24__ch1.jpg,a_column_co_driver,4,vp4/run1_2018-05-22-13-28-51.ids_2,24,1,eating,drink,train,16210
a_column_co_driver__run1b_2018-05-23-16-19-17.ids_2__vp9__ann54__ch0.jpg,a_column_co_driver,9,vp9/run1b_2018-05-23-16-19-17.ids_2,54,0,eating,drink,train,17389
a_column_co_driver__run1_2018-05-24-15-44-28.ids_2__vp12__ann24__ch12.jpg,a_column_co_driver,12,vp12/run1_2018-05-24-15-44-28.ids_2,24,12,interacting_with_phone,phone,train,13784
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann60__ch6.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,60,6,interacting_with_phone,phone,val,26408
a_column_co_driver__run1b_2018-05-29-14-02-47.ids_2__vp1__ann20__ch5.jpg,a_column_co_driver,1,vp1/run1b_2018-05-29-14-02-47.ids_2,20,5,interacting_with_phone,phone,train,8561
a_column_co_driver__run2_2018-05-22-14-25-04.ids_2__vp4__ann94__ch1.jpg,a_column_co_driver,4,vp4/run2_2018-05-22-14-25-04.ids_2,94,1,interacting_with_phone,phone,train,45571
a_column_co_driver__run2_2018-05-23-11-05-00.ids_2__vp6__ann74__ch8.jpg,a_column_co_driver,6,vp6/run2_2018-05-23-11-05-00.ids_2,74,8,interacting_with_phone,phone,train,33051
a_column_co_driver__run1_2018-05-03-14-08-31.ids_2__vp2__ann66__ch4.jpg,a_column_co_driver,2,vp2/run1_2018-05-03-14-08-31.ids_2,66,4,interacting_with_phone,phone,train,39255
a_column_co_driver__run1b_2018-05-08-08-46-01.ids_2__vp3__ann34__ch3.jpg,a_column_co_driver,3,vp3/run1b_2018-05-08-08-46-01.ids_2,34,3,interacting_with_phone,phone,train,18834
a_column_co_driver__run1b_2018-05-23-16-19-17.ids_2__vp9__ann101__ch14.jpg,a_column_co_driver,9,vp9/run1b_2018-05-23-16-19-17.ids_2,101,14,interacting_with_phone,phone,train,27693
a_column_co_driver__run1_2018-05-24-13-44-01.ids_2__vp11__ann32__ch0.jpg,a_column_co_driver,11,vp11/run1_2018-05-24-13-44-01.ids_2,32,0,talking_on_phone,phone,test,16849
a_column_co_driver__run1_2018-05-23-13-16-52.ids_2__vp7__ann69__ch7.jpg,a_column_co_driver,7,vp7/run1_2018-05-23-13-16-52.ids_2,69,7,interacting_with_phone,phone,train,22654
a_column_co_driver__run2_2018-05-22-14-25-04.ids_2__vp4__ann96__ch2.jpg,a_column_co_driver,4,vp4/run2_2018-05-22-14-25-04.ids_2,96,2,interacting_with_phone,phone,train,46407
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann108__ch4.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,108,4,interacting_with_phone,phone,val,42157
a_column_co_driver__run1_2018-05-22-13-28-51.ids_2__vp4__ann62__ch12.jpg,a_column_co_driver,4,vp4/run1_2018-05-22-13-28-51.ids_2,62,12,talking_on_phone,phone,train,35654
a_column_co_driver__run2_2018-05-30-11-34-54.ids_2__vp13__ann39__ch6.jpg,a_column_co_driver,13,vp13/run2_2018-05-30-11-34-54.ids_2,39,6,talking_on_phone,phone,test,18877
a_column_co_driver__run1d_2018-05-23-14-54-38.ids_2__vp8__ann31__ch3.jpg,a_column_co_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_2,31,3,talking_on_phone,phone,train,19255
a_column_co_driver__run1_2018-05-30-10-11-09.ids_2__vp14__ann12__ch10.jpg,a_column_co_driver,14,vp14/run1_2018-05-30-10-11-09.ids_2,12,10,talking_on_phone,phone,val,8834
a_column_co_driver__run1_2018-05-23-13-16-52.ids_2__vp7__ann37__ch0.jpg,a_column_co_driver,7,vp7/run1_2018-05-23-13-16-52.ids_2,37,0,talking_on_phone,phone,train,14545
a_column_co_driver__run1_2018-05-30-10-11-09.ids_2__vp14__ann71__ch1.jpg,a_column_co_driver,14,vp14/run1_2018-05-30-10-11-09.ids_2,71,1,interacting_with_phone,phone,val,26493
a_column_co_driver__run1d_2018-05-23-14-54-38.ids_2__vp8__ann23__ch3.jpg,a_column_co_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_2,23,3,interacting_with_phone,phone,train,15993
a_column_co_driver__run2_2018-05-30-11-34-54.ids_2__vp13__ann33__ch0.jpg,a_column_co_driver,13,vp13/run2_2018-05-30-11-34-54.ids_2,33,0,interacting_with_phone,phone,test,15887
a_column_co_driver__run1_2018-05-22-13-28-51.ids_2__vp4__ann80__ch9.jpg,a_column_co_driver,4,vp4/run1_2018-05-22-13-28-51.ids_2,80,9,interacting_with_phone,phone,train,41315
a_column_co_driver__run2_2018-05-29-14-33-44.ids_2__vp1__ann92__ch7.jpg,a_column_co_driver,1,vp1/run2_2018-05-29-14-33-44.ids_2,92,7,interacting_with_phone,phone,train,40821
a_column_co_driver__run2_2018-05-30-13-34-33.ids_2__vp15__ann14__ch1.jpg,a_column_co_driver,15,vp15/run2_2018-05-30-13-34-33.ids_2,14,1,talking_on_phone,phone,val,7977
a_column_co_driver__run1_2018-05-22-13-28-51.ids_2__vp4__ann80__ch18.jpg,a_column_co_driver,4,vp4/run1_2018-05-22-13-28-51.ids_2,80,18,interacting_with_phone,phone,train,42122
a_column_co_driver__run2_2018-05-29-16-03-37.ids_2__vp3__ann46__ch1.jpg,a_column_co_driver,3,vp3/run2_2018-05-29-16-03-37.ids_2,46,1,talking_on_phone,phone,train,20480
a_column_co_driver__run1b_2018-05-08-08-46-01.ids_2__vp3__ann34__ch6.jpg,a_column_co_driver,3,vp3/run1b_2018-05-08-08-46-01.ids_2,34,6,interacting_with_phone,phone,train,19104
a_column_co_driver__run1_2018-05-30-10-11-09.ids_2__vp14__ann98__ch2.jpg,a_column_co_driver,14,vp14/run1_2018-05-30-10-11-09.ids_2,98,2,interacting_with_phone,phone,val,44688
a_column_co_driver__run1_2018-05-24-13-14-41.ids_2__vp10__ann72__ch10.jpg,a_column_co_driver,10,vp10/run1_2018-05-24-13-14-41.ids_2,72,10,interacting_with_phone,phone,train,25326
a_column_co_driver__run2_2018-05-30-13-34-33.ids_2__vp15__ann14__ch13.jpg,a_column_co_driver,15,vp15/run2_2018-05-30-13-34-33.ids_2,14,13,talking_on_phone,phone,val,9055
a_column_co_driver__run1_2018-05-03-14-08-31.ids_2__vp2__ann59__ch8.jpg,a_column_co_driver,2,vp2/run1_2018-05-03-14-08-31.ids_2,59,8,interacting_with_phone,phone,train,35954
a_column_co_driver__run1b_2018-05-23-16-19-17.ids_2__vp9__ann101__ch17.jpg,a_column_co_driver,9,vp9/run1b_2018-05-23-16-19-17.ids_2,101,17,interacting_with_phone,phone,train,27962
a_column_co_driver__run1_2018-05-03-14-08-31.ids_2__vp2__ann26__ch5.jpg,a_column_co_driver,2,vp2/run1_2018-05-03-14-08-31.ids_2,26,5,interacting_with_phone,phone,train,16541
a_column_co_driver__run2_2018-05-30-13-34-33.ids_2__vp15__ann46__ch1.jpg,a_column_co_driver,15,vp15/run2_2018-05-30-13-34-33.ids_2,46,1,interacting_with_phone,phone,val,14631
a_column_co_driver__run2_2018-05-30-11-34-54.ids_2__vp13__ann33__ch2.jpg,a_column_co_driver,13,vp13/run2_2018-05-30-11-34-54.ids_2,33,2,interacting_with_phone,phone,test,16067
a_column_co_driver__run1b_2018-05-08-08-46-01.ids_2__vp3__ann45__ch13.jpg,a_column_co_driver,3,vp3/run1b_2018-05-08-08-46-01.ids_2,45,13,talking_on_phone,phone,train,22817
a_column_co_driver__run1_2018-05-23-13-16-52.ids_2__vp7__ann69__ch2.jpg,a_column_co_driver,7,vp7/run1_2018-05-23-13-16-52.ids_2,69,2,interacting_with_phone,phone,train,22218
a_column_co_driver__run2_2018-05-23-15-30-27.ids_2__vp8__ann38__ch7.jpg,a_column_co_driver,8,vp8/run2_2018-05-23-15-30-27.ids_2,38,7,talking_on_phone,phone,train,12484
a_column_co_driver__run1_2018-05-30-10-11-09.ids_2__vp14__ann98__ch13.jpg,a_column_co_driver,14,vp14/run1_2018-05-30-10-11-09.ids_2,98,13,interacting_with_phone,phone,val,45655
a_column_co_driver__run1b_2018-05-08-08-46-01.ids_2__vp3__ann45__ch2.jpg,a_column_co_driver,3,vp3/run1b_2018-05-08-08-46-01.ids_2,45,2,talking_on_phone,phone,train,21826
a_column_co_driver__run2_2018-05-30-10-42-33.ids_2__vp14__ann37__ch1.jpg,a_column_co_driver,14,vp14/run2_2018-05-30-10-42-33.ids_2,37,1,talking_on_phone,phone,val,17077
a_column_co_driver__run1_2018-05-29-15-21-10.ids_2__vp13__ann60__ch8.jpg,a_column_co_driver,13,vp13/run1_2018-05-29-15-21-10.ids_2,60,8,interacting_with_phone,phone,test,30528
a_column_co_driver__run1d_2018-05-23-14-54-38.ids_2__vp8__ann23__ch7.jpg,a_column_co_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_2,23,7,interacting_with_phone,phone,train,16351
a_column_co_driver__run1_2018-05-03-14-08-31.ids_2__vp2__ann66__ch0.jpg,a_column_co_driver,2,vp2/run1_2018-05-03-14-08-31.ids_2,66,0,interacting_with_phone,phone,train,38894
a_column_co_driver__run2_2018-05-22-14-25-04.ids_2__vp4__ann80__ch3.jpg,a_column_co_driver,4,vp4/run2_2018-05-22-14-25-04.ids_2,80,3,talking_on_phone,phone,train,37278
a_column_co_driver__run1_2018-05-24-13-14-41.ids_2__vp10__ann62__ch9.jpg,a_column_co_driver,10,vp10/run1_2018-05-24-13-14-41.ids_2,62,9,talking_on_phone,phone,train,21251
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann81__ch6.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,81,6,talking_on_phone,phone,test,33082
a_column_co_driver__run1d_2018-05-23-14-54-38.ids_2__vp8__ann23__ch2.jpg,a_column_co_driver,8,vp8/run1d_2018-05-23-14-54-38.ids_2,23,2,interacting_with_phone,phone,train,15904
a_column_co_driver__run2_2018-05-24-14-08-46.ids_2__vp10__ann115__ch8.jpg,a_column_co_driver,10,vp10/run2_2018-05-24-14-08-46.ids_2,115,8,interacting_with_phone,phone,train,38836
a_column_co_driver__run2_2018-05-30-11-34-54.ids_2__vp13__ann39__ch1.jpg,a_column_co_driver,13,vp13/run2_2018-05-30-11-34-54.ids_2,39,1,talking_on_phone,phone,test,18434
a_column_co_driver__run2_2018-05-23-11-05-00.ids_2__vp6__ann74__ch7.jpg,a_column_co_driver,6,vp6/run2_2018-05-23-11-05-00.ids_2,74,7,interacting_with_phone,phone,train,32962
a_column_co_driver__run1_2018-05-30-13-05-35.ids_2__vp15__ann101__ch6.jpg,a_column_co_driver,15,vp15/run1_2018-05-30-13-05-35.ids_2,101,6,talking_on_phone,phone,val,31815
a_column_co_driver__run2_2018-05-29-14-33-44.ids_2__vp1__ann92__ch8.jpg,a_column_co_driver,1,vp1/run2_2018-05-29-14-33-44.ids_2,92,8,interacting_with_phone,phone,train,40907
a_column_co_driver__run1_2018-05-22-13-28-51.ids_2__vp4__ann80__ch3.jpg,a_column_co_driver,4,vp4/run1_2018-05-22-13-28-51.ids_2,80,3,interacting_with_phone,phone,train,40778
a_column_co_driver__run1b_2018-05-08-08-46-01.ids_2__vp3__ann34__ch7.jpg,a_column_co_driver,3,vp3/run1b_2018-05-08-08-46-01.ids_2,34,7,interacting_with_phone,phone,train,19194
a_column_co_driver__run2_2018-05-24-14-08-46.ids_2__vp10__ann19__ch1.jpg,a_column_co_driver,10,vp10/run2_2018-05-24-14-08-46.ids_2,19,1,interacting_with_phone,phone,train,9476
a_column_co_driver__run1_2018-05-22-15-10-41.ids_2__vp5__ann17__ch1.jpg,a_column_co_driver,5,vp5/run1_2018-05-22-15-10-41.ids_2,17,1,interacting_with_phone,phone,test,13291
a_column_co_driver__run1_2018-05-22-13-28-51.ids_2__vp4__ann62__ch4.jpg,a_column_co_driver,4,vp4/run1_2018-05-22-13-28-51.ids_2,62,4,talking_on_phone,phone,train,34935
a_column_co_driver__run1_2018-05-29-15-21-10.ids_2__vp13__ann60__ch0.jpg,a_column_co_driver,13,vp13/run1_2018-05-29-15-21-10.ids_2,60,0,interacting_with_phone,phone,test,29812
